DayofYear,Alaska,Washington,Montana,North Dakota,Minnesota,Wisconsin,Michigan,New York,Vermont,New Hampshire,Maine,Oregon,Idaho,Wyoming,South Dakota,Nebraska,Iowa,Illinois,Indiana,Ohio,Pennsylvania,Connecticut,Rhode Island,Massachusetts,California,Nevada,Utah,Colorado,Kansas,Missouri,Kentucky,West Virginia,Virginia,District Of Columbia,Maryland,Delaware,New Jersey,Arizona,New Mexico,Texas,Oklahoma,Arkansas,Tennessee,Louisiana,Mississippi,Alabama,Florida,Georgia,South Carolina,North Carolina,Puerto Rico,Virgin Islands,Hawaii
134.0,33.0,15.571428571428571,42.5,38.75,26.5,33.0,29.0,14.5,25.0,-9999.0,-9999.0,14.538461538461538,19.076923076923077,20.0,17.666666666666668,8.0,43.5,-9999.0,34.4,44.285714285714285,39.666666666666664,-9999.0,-9999.0,39.0,-9999.0,-9999.0,16.0,-9999.0,-9999.0,40.25,47.0,29.0,25.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,12.0,45.68181818181818,38.142857142857146,55.0,42.5,56.2,55.333333333333336,57.666666666666664,45.05882352941177,56.55555555555556,50.4,30.666666666666668,-9999.0,-9999.0,27.0
135.0,30.4,19.75,19.0,40.0,25.555555555555557,42.8,49.9375,27.333333333333332,26.0,-9999.0,55.0,15.384615384615385,16.133333333333333,18.333333333333332,21.5,14.6,37.55555555555556,48.72727272727273,55.166666666666664,55.583333333333336,53.25,-9999.0,-9999.0,37.8,34.333333333333336,-9999.0,10.5,8.666666666666666,35.25,43.0,54.15384615384615,52.142857142857146,43.857142857142854,-9999.0,-9999.0,-9999.0,42.666666666666664,25.0,20.0,37.666666666666664,37.42857142857143,40.0,50.0,33.5,35.714285714285715,46.8235294117647,39.8,49.111111111111114,52.75,48.31578947368421,23.0,37.0,23.0
136.0,41.666666666666664,22.454545454545453,13.2,-9999.0,24.0,54.166666666666664,57.111111111111114,47.642857142857146,45.333333333333336,54.0,51.0,15.5,16.857142857142858,5.0,28.333333333333332,12.0,46.857142857142854,44.833333333333336,38.53846153846154,48.9375,57.68421052631579,47.333333333333336,-9999.0,50.0,52.0,-9999.0,15.0,-9999.0,46.0,39.0,36.1,52.0,49.0,57.0,52.0,-9999.0,51.666666666666664,14.0,37.0,59.65217391304348,34.25,38.0,37.25,47.333333333333336,28.5,38.833333333333336,37.09090909090909,47.857142857142854,46.0,49.6,-9999.0,-9999.0,33.0
137.0,40.666666666666664,20.91304347826087,13.166666666666666,-9999.0,15.2,34.0,48.583333333333336,49.166666666666664,38.0,51.5,-9999.0,20.357142857142858,12.428571428571429,15.0,14.666666666666666,2.0,34.5,50.0,43.411764705882355,44.0,48.333333333333336,30.0,59.0,52.75,44.75,-9999.0,13.0,-9999.0,-9999.0,24.0,45.5,45.0,42.0,47.0,48.0,45.0,58.6,-9999.0,6.0,58.588235294117645,-9999.0,50.0,39.25,42.3,34.25,37.57142857142857,37.2,45.81818181818182,36.333333333333336,42.4,-9999.0,-9999.0,26.0
138.0,27.0,22.304347826086957,14.7,21.0,10.0,8.0,33.25,43.84615384615385,30.5,-9999.0,-9999.0,17.692307692307693,12.733333333333333,9.333333333333334,11.333333333333334,6.6,19.714285714285715,46.0,39.25,47.30769230769231,59.07692307692308,45.0,-9999.0,37.166666666666664,40.77777777777778,34.0,12.5,14.0,7.0,24.333333333333332,34.333333333333336,46.5,43.42857142857143,52.0,52.714285714285715,58.333333333333336,59.15384615384615,14.5,13.166666666666666,51.95652173913044,14.5,25.5,30.454545454545453,26.3,22.25,33.81818181818182,32.125,40.25,35.5,41.733333333333334,33.833333333333336,49.0,40.5
139.0,36.333333333333336,22.38095238095238,19.8,-9999.0,19.75,14.0,10.5,41.111111111111114,30.0,35.0,39.0,19.933333333333334,12.466666666666667,31.0,18.333333333333332,21.0,22.666666666666668,-9999.0,23.0,37.2,59.90909090909091,44.0,-9999.0,31.0,49.75,-9999.0,15.0,-9999.0,-9999.0,13.5,-9999.0,30.0,43.0,-9999.0,50.0,48.0,55.2,26.0,7.0,46.0,36.0,-9999.0,34.5,35.125,27.0,42.5,39.1,39.42857142857143,37.333333333333336,43.111111111111114,-9999.0,-9999.0,42.5
140.0,49.333333333333336,24.954545454545453,17.0,-9999.0,30.166666666666668,23.0,20.0,6.5,-9999.0,-9999.0,-9999.0,22.5,14.642857142857142,7.0,15.0,3.0,25.666666666666668,33.0,26.333333333333332,31.0,37.8,-9999.0,-9999.0,29.0,40.666666666666664,-9999.0,13.5,33.0,-9999.0,16.0,37.666666666666664,23.0,47.5,-9999.0,44.0,-9999.0,45.0,-9999.0,16.0,47.55555555555556,9.0,-9999.0,33.5,41.833333333333336,38.333333333333336,46.333333333333336,37.7,47.375,41.0,30.428571428571427,-9999.0,-9999.0,23.5
141.0,33.5,26.91304347826087,16.444444444444443,136.0,16.833333333333332,24.0,25.0,17.0,9.0,-9999.0,-9999.0,20.266666666666666,16.071428571428573,6.5,21.25,14.0,27.5,-9999.0,36.18181818181818,29.0,37.93333333333333,-9999.0,-9999.0,21.25,33.0,-9999.0,19.0,25.666666666666668,13.0,22.0,43.69230769230769,30.0,24.166666666666668,-9999.0,39.333333333333336,-9999.0,29.0,-9999.0,6.2,32.45454545454545,11.5,13.4,28.3,27.428571428571427,35.5,33.857142857142854,41.75,35.45454545454545,34.5,38.42857142857143,57.5,66.0,15.5
142.0,48.333333333333336,22.52173913043478,16.333333333333332,-9999.0,32.166666666666664,23.0,24.0,20.0,19.0,-9999.0,-9999.0,16.6,19.466666666666665,13.0,25.333333333333332,26.0,43.8,-9999.0,37.0,39.5,49.666666666666664,-9999.0,-9999.0,29.0,47.6,-9999.0,19.0,-9999.0,45.0,43.0,47.333333333333336,35.0,28.5,-9999.0,34.333333333333336,-9999.0,36.0,-9999.0,9.0,37.333333333333336,16.0,-9999.0,25.0,42.0,28.0,42.0,54.8,38.5,23.0,21.75,-9999.0,-9999.0,16.0
143.0,50.0,20.25,13.6,-9999.0,37.5,33.0,44.0,14.666666666666666,12.0,-9999.0,-9999.0,14.846153846153847,17.214285714285715,0.0,29.0,32.0,44.333333333333336,-9999.0,44.0,45.0,33.0,-9999.0,-9999.0,28.0,47.0,-9999.0,17.0,49.0,-9999.0,39.0,53.5,33.0,29.0,-9999.0,25.0,-9999.0,32.0,24.0,14.0,39.72727272727273,33.8,43.0,33.0,42.42857142857143,45.0,53.5,46.666666666666664,44.142857142857146,40.0,34.833333333333336,-9999.0,-9999.0,31.0
144.0,27.6,18.454545454545453,17.454545454545453,-9999.0,30.88888888888889,55.0,47.0,35.0,35.5,-9999.0,-9999.0,16.153846153846153,16.75,8.5,36.0,9.833333333333334,44.1,56.46666666666667,54.1875,47.0,53.0,-9999.0,-9999.0,38.666666666666664,39.111111111111114,-9999.0,10.5,3.0,25.0,36.166666666666664,52.57142857142857,50.25,34.6,-9999.0,41.0,-9999.0,43.5,29.0,12.5,21.333333333333332,18.0,31.2,39.75,34.92857142857143,42.833333333333336,44.083333333333336,36.0,42.0,32.0,40.0,63.4,71.0,29.0
145.0,30.5,19.5,15.666666666666666,-9999.0,18.75,16.5,41.0,51.875,45.0,48.0,-9999.0,18.076923076923077,16.214285714285715,10.0,30.5,5.0,26.333333333333332,-9999.0,32.666666666666664,48.375,56.8,-9999.0,57.0,58.333333333333336,44.0,-9999.0,13.0,-9999.0,59.0,22.0,45.5,56.0,38.0,51.0,53.166666666666664,-9999.0,54.0,-9999.0,9.0,43.1,14.0,-9999.0,22.0,38.5,21.0,35.0,35.529411764705884,40.0,38.0,31.0,-9999.0,-9999.0,35.666666666666664
